exposuretype,securitylevel,varcharext,createuserid,coverageid,createtime,compbenefitsid,averageweeklywages,daysinweek,lostpropertytype,segment,lastdayworked,ssbenefit,pipdeathbenefitsid,id,claimid,rsbenefitsid,examinationdate,ppdbenefitsid,integerext,tpdbenefitsid,wagestmtrecd,claimanttype,closedoutcome,hospitaldate,incidentlimitreached,locked,wcbenefit,settlemethod,othercovgchoice,wagebenefit,deathbenefitsid,assignedgroupid,depreciatedvalue,previousqueueid,assignmentdate,assignmentstatus,loadcommandid,metriclimitgeneration,disbenefitsid,progress,diagnosticcnsistnt,assignedbyuserid,wcpreexdisblty,updateuserid,updatetime,losscategory,treatedpatientbfr,lossparty,publicid,breakin,retired,archivepartition,validationlevel,pippersonagglimitreached,lifepensionbenefitsid,jurisdictionstate,state,coveragesubtype,previoususerid,vocbenefitsid,statlineid,priorempdataid,reopendate,isoreceivedate,claimorder,strategy,ptdbenefitsid,replacementvalue,ttdbenefitsid,wcpreexdisbltyinfo,closedate,wcbenefitsid,previousgroupid,exposuretier,riagreementgroupid,pipvocbenefitsid,isostatus,settledate,ssdibenefitsid,pipnonmedagglimitreached,assignedqueueid,pipesslimitreached,othercoverageinfo,templocationid,hospitaldays,furthertreatment,assigneduserid,isosenddate,ssdieligible,isoknown,exposurelimitreached,reopenedreason,beanversion,wagestmtsent,claimantdenormid,primarycoverage,currentconditions,incidentid,newempdataid,rigroupsetexternally,pipclaimagglimitreached,othercoverage,contactpermitted
COL,,,,COV01-1000001,2018-11-01,,,,,,,,,EXP01-10004,CLM01-1000870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100352,,,,,
PD,,,,COV01-1000001,2018-03-12,,,,,,,,,EXP01-10005,CLM01-1004202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100353,,,,,
COL,,,,COV01-1000001,2018-08-30,,,,,,,,,EXP01-10004,CLM01-1006732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100354,,,,,
COMP,,,,COV01-1000001,2018-04-02,,,,,,,,,EXP01-10003,CLM01-1004312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100355,,,,,
GLASS,,,,COV01-1000002,2018-04-18,,,,,,,,,EXP01-10001,CLM01-1003431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100356,,,,,
COMP,,,,COV01-1000001,2018-09-09,,,,,,,,,EXP01-10003,CLM01-1010507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100357,,,,,
PD,,,,COV01-1000002,2018-10-12,,,,,,,,,EXP01-10005,CLM01-1009334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100358,,,,,
GLASS,,,,COV01-1000001,2018-01-21,,,,,,,,,EXP01-10001,CLM01-1008295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100359,,,,,
COMP,,,,COV01-1000001,2019-02-01,,,,,,,,,EXP01-10003,CLM01-1000764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100360,,,,,
COMP,,,,COV01-1000002,2018-08-21,,,,,,,,,EXP01-10003,CLM01-1004791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100361,,,,,
GLASS,,,,COV01-1000002,2018-12-01,,,,,,,,,EXP01-10001,CLM01-1001921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100362,,,,,
BI,,,,COV01-1000001,2018-11-12,,,,,,,,,EXP01-10002,CLM01-1003355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100363,,,,,
PD,,,,COV01-1000001,2018-04-04,,,,,,,,,EXP01-10005,CLM01-1004508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100364,,,,,
COL,,,,COV01-1000002,2018-11-16,,,,,,,,,EXP01-10004,CLM01-1009294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100365,,,,,
PD,,,,COV01-1000001,2018-09-14,,,,,,,,,EXP01-10005,CLM01-1003737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100366,,,,,
PD,,,,COV01-1000001,2018-02-04,,,,,,,,,EXP01-10005,CLM01-1000252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100367,,,,,
PD,,,,COV01-1000001,2018-08-02,,,,,,,,,EXP01-10005,CLM01-1006073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100368,,,,,
GLASS,,,,COV01-1000004,2018-09-11,,,,,,,,,EXP01-10001,CLM01-1000494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100369,,,,,
COMP,,,,COV01-1000002,2018-09-09,,,,,,,,,EXP01-10003,CLM01-1004185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100370,,,,,
GLASS,,,,COV01-1000002,2018-05-13,,,,,,,,,EXP01-10001,CLM01-1003557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100371,,,,,
GLASS,,,,COV01-1000001,2018-07-21,,,,,,,,,EXP01-10001,CLM01-1008836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100372,,,,,
COMP,,,,COV01-1000001,2018-12-03,,,,,,,,,EXP01-10003,CLM01-1001674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100373,,,,,
COL,,,,COV01-1000001,2018-03-31,,,,,,,,,EXP01-10004,CLM01-1003255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100374,,,,,
COL,,,,COV01-1000001,2018-09-27,,,,,,,,,EXP01-10004,CLM01-1006275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100375,,,,,
GLASS,,,,COV01-1000004,2018-04-22,,,,,,,,,EXP01-10001,CLM01-1007713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100376,,,,,
BI,,,,COV01-1000004,2018-05-16,,,,,,,,,EXP01-10002,CLM01-1001297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100377,,,,,
PD,,,,COV01-1000003,2018-06-10,,,,,,,,,EXP01-10005,CLM01-1010635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100378,,,,,
COL,,,,COV01-1000001,2018-06-22,,,,,,,,,EXP01-10004,CLM01-1000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100379,,,,,
GLASS,,,,COV01-1000001,2018-10-18,,,,,,,,,EXP01-10001,CLM01-1001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100380,,,,,
COMP,,,,COV01-1000002,2019-01-21,,,,,,,,,EXP01-10003,CLM01-1000995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100381,,,,,
BI,,,,COV01-1000005,2018-10-15,,,,,,,,,EXP01-10002,CLM01-1005542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100382,,,,,
COL,,,,COV01-1000002,2018-09-23,,,,,,,,,EXP01-10004,CLM01-1004192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100383,,,,,
COL,,,,COV01-1000003,2018-06-28,,,,,,,,,EXP01-10004,CLM01-1004851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100384,,,,,
PD,,,,COV01-1000002,2018-01-07,,,,,,,,,EXP01-10005,CLM01-1010689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100385,,,,,
COL,,,,COV01-1000002,2018-10-09,,,,,,,,,EXP01-10004,CLM01-1009227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100386,,,,,
COL,,,,COV01-1000001,2018-01-16,,,,,,,,,EXP01-10004,CLM01-1009805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100387,,,,,
BI,,,,COV01-1000001,2018-08-17,,,,,,,,,EXP01-10002,CLM01-1009887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100389,,,,,
BI,,,,COV01-1000002,2018-10-07,,,,,,,,,EXP01-10002,CLM01-1008748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100390,,,,,
COMP,,,,COV01-1000002,2018-08-22,,,,,,,,,EXP01-10003,CLM01-1000521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100391,,,,,
PD,,,,COV01-1000002,2018-08-03,,,,,,,,,EXP01-10005,CLM01-1002467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100392,,,,,
PD,,,,COV01-1000002,2018-05-01,,,,,,,,,EXP01-10005,CLM01-1002448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100393,,,,,
BI,,,,COV01-1000001,2018-02-22,,,,,,,,,EXP01-10002,CLM01-1006694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100394,,,,,
COMP,,,,COV01-1000004,2018-01-06,,,,,,,,,EXP01-10003,CLM01-1006279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100395,,,,,
COMP,,,,COV01-1000002,2018-03-13,,,,,,,,,EXP01-10003,CLM01-1003133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100396,,,,,
PD,,,,COV01-1000002,2018-03-05,,,,,,,,,EXP01-10005,CLM01-1010745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100397,,,,,
BI,,,,COV01-1000002,2018-09-29,,,,,,,,,EXP01-10002,CLM01-1008443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100398,,,,,
COMP,,,,COV01-1000002,2018-06-24,,,,,,,,,EXP01-10003,CLM01-1010705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100399,,,,,
COL,,,,COV01-1000001,2018-08-21,,,,,,,,,EXP01-10004,CLM01-1007341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100400,,,,,
PD,,,,COV01-1000001,2018-02-15,,,,,,,,,EXP01-10005,CLM01-1009552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100401,,,,,
COMP,,,,COV01-1000004,2018-12-24,,,,,,,,,EXP01-10003,CLM01-1010941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100402,,,,,
PD,,,,COV01-1000001,2018-05-11,,,,,,,,,EXP01-10005,CLM01-1005303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100403,,,,,
COMP,,,,COV01-1000004,2018-01-13,,,,,,,,,EXP01-10003,CLM01-1010159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100404,,,,,
BI,,,,COV01-1000001,2019-01-28,,,,,,,,,EXP01-10002,CLM01-1007359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100405,,,,,
COMP,,,,COV01-1000003,2018-10-20,,,,,,,,,EXP01-10003,CLM01-1008668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100406,,,,,
COMP,,,,COV01-1000002,2019-01-07,,,,,,,,,EXP01-10003,CLM01-1005462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100407,,,,,
PD,,,,COV01-1000002,2018-04-19,,,,,,,,,EXP01-10005,CLM01-1006998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100408,,,,,
PD,,,,COV01-1000002,2018-05-19,,,,,,,,,EXP01-10005,CLM01-1002981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100409,,,,,
GLASS,,,,COV01-1000001,2019-01-22,,,,,,,,,EXP01-10001,CLM01-1005735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100410,,,,,
COL,,,,COV01-1000002,2018-06-23,,,,,,,,,EXP01-10004,CLM01-1002971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100411,,,,,
COMP,,,,COV01-1000004,2018-08-10,,,,,,,,,EXP01-10003,CLM01-1010349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100412,,,,,
COMP,,,,COV01-1000004,2018-01-09,,,,,,,,,EXP01-10003,CLM01-1007832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100413,,,,,
PD,,,,COV01-1000002,2018-11-28,,,,,,,,,EXP01-10005,CLM01-1001492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100414,,,,,
GLASS,,,,COV01-1000002,2018-04-09,,,,,,,,,EXP01-10001,CLM01-1006960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100415,,,,,
COMP,,,,COV01-1000002,2018-04-10,,,,,,,,,EXP01-10003,CLM01-1003424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100416,,,,,
BI,,,,COV01-1000001,2018-01-20,,,,,,,,,EXP01-10002,CLM01-1008938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100417,,,,,
COMP,,,,COV01-1000001,2018-02-13,,,,,,,,,EXP01-10003,CLM01-1009514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100418,,,,,
BI,,,,COV01-1000002,2019-01-06,,,,,,,,,EXP01-10002,CLM01-1004519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100419,,,,,
COMP,,,,COV01-1000001,2018-10-19,,,,,,,,,EXP01-10003,CLM01-1009998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100420,,,,,
PD,,,,COV01-1000001,2018-08-19,,,,,,,,,EXP01-10005,CLM01-1001075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100421,,,,,
PD,,,,COV01-1000002,2018-04-18,,,,,,,,,EXP01-10005,CLM01-1006042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100422,,,,,
COMP,,,,COV01-1000002,2018-10-07,,,,,,,,,EXP01-10003,CLM01-1005266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100423,,,,,
PD,,,,COV01-1000004,2018-10-12,,,,,,,,,EXP01-10005,CLM01-1009543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100424,,,,,
COMP,,,,COV01-1000002,2018-06-12,,,,,,,,,EXP01-10003,CLM01-1004973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100425,,,,,
BI,,,,COV01-1000005,2018-12-01,,,,,,,,,EXP01-10002,CLM01-1010361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100426,,,,,
COL,,,,COV01-1000001,2018-03-02,,,,,,,,,EXP01-10004,CLM01-1009376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100427,,,,,
COMP,,,,COV01-1000002,2018-04-01,,,,,,,,,EXP01-10003,CLM01-1008978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100428,,,,,
COMP,,,,COV01-1000002,2018-05-25,,,,,,,,,EXP01-10003,CLM01-1002396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100429,,,,,
PD,,,,COV01-1000001,2018-10-11,,,,,,,,,EXP01-10005,CLM01-1009334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100430,,,,,
BI,,,,COV01-1000002,2018-04-04,,,,,,,,,EXP01-10002,CLM01-1006672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100431,,,,,
COL,,,,COV01-1000002,2018-03-12,,,,,,,,,EXP01-10004,CLM01-1010433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100432,,,,,
COMP,,,,COV01-1000001,2018-11-30,,,,,,,,,EXP01-10003,CLM01-1007611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100433,,,,,
GLASS,,,,COV01-1000002,2018-10-28,,,,,,,,,EXP01-10001,CLM01-1008597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100434,,,,,
BI,,,,COV01-1000002,2018-12-09,,,,,,,,,EXP01-10002,CLM01-1010437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100435,,,,,
COMP,,,,COV01-1000001,2018-07-24,,,,,,,,,EXP01-10003,CLM01-1000171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100436,,,,,
PD,,,,COV01-1000001,2018-01-12,,,,,,,,,EXP01-10005,CLM01-1004607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100437,,,,,
BI,,,,COV01-1000001,2018-08-09,,,,,,,,,EXP01-10002,CLM01-1002386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100438,,,,,
COMP,,,,COV01-1000001,2018-08-31,,,,,,,,,EXP01-10003,CLM01-1003769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100439,,,,,
PD,,,,COV01-1000002,2018-06-12,,,,,,,,,EXP01-10005,CLM01-1005107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100440,,,,,
PD,,,,COV01-1000001,2018-06-16,,,,,,,,,EXP01-10005,CLM01-1008775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100441,,,,,
