,exposure_id,exp_createdate,exp_claim_id,exp_lossparty,exp_coverage_id,exp_incident_id,exp_vehicle_id,exp_group,exp_type,exp_closedate,exp_status,exp_resolution
509,EXP01-10004,09-06-2018,CLM01-1008439,Thirdparty,COV01-1000002,INC01-100509,64AC11B241564B1D,FastTrack,COL,09-07-2018,Closed,Duplicate
510,EXP01-10002,07-09-2018,CLM01-1001886,Insured,COV01-1000001,INC01-100510,4E0877BEAF624CBE,Physical,BI,04-10-2018,Closed,Duplicate
511,EXP01-10004,29-08-2018,CLM01-1000016,Insured,COV01-1000001,INC01-100511,396E6767951B4A98,houseowners compound,COL,27-09-2018,Closed,Rejected
512,EXP01-10005,22-12-2018,CLM01-1001190,Thirdparty,COV01-1000001,INC01-100512,24EF6B47932E4F89,Physical,PD,,Open,Closed without payment
513,EXP01-10003,13-09-2018,CLM01-1003351,Insured,COV01-1000001,INC01-100513,2DA7C8F0990047D5,Subrogation,COMP,14-10-2018,Closed,Duplicate
514,EXP01-10004,16-10-2018,CLM01-1000239,Insured,COV01-1000001,INC01-100514,EE535CBC47494803,General,COL,,Open,Closed with payments
515,EXP01-10001,23-04-2018,CLM01-1002294,Insured,COV01-1000001,INC01-100515,ED126AE0ACC54DBC,houseowners compound,GLASS,,Open,Closed without payment
516,EXP01-10003,07-09-2018,CLM01-1000432,Thirdparty,COV01-1000001,INC01-100516,65858CC783C8404C,Tow,COMP,08-10-2018,Closed,Rejected
517,EXP01-10005,11-10-2018,CLM01-1002689,Thirdparty,COV01-1000001,INC01-100517,B50F67F3998F4681,Fire/Theft,PD,,Open,Rejected
518,EXP01-10001,29-01-2018,CLM01-1001597,Thirdparty,COV01-1000001,INC01-100518,FFC6657329F64431,Analyst Vendor IPD,GLASS,,Open,Duplicate
519,EXP01-10002,01-09-2018,CLM01-1003118,Insured,COV01-1000001,INC01-100519,A5ED2466B0614D85,Fire/Theft,BI,28-09-2018,Closed,Closed without payment
520,EXP01-10002,10-03-2018,CLM01-1005261,Insured,COV01-1000002,INC01-100520,B970D095E26D4F46,Medical Claims,BI,,Open,Duplicate
521,EXP01-10001,31-12-2018,CLM01-1001567,Thirdparty,COV01-1000001,INC01-100521,A6375C114E3C4674,Tow,GLASS,,Open,Closed with payments
522,EXP01-10005,08-12-2018,CLM01-1008313,Insured,COV01-1000002,INC01-100522,092672BC30444EF3,Glass,PD,,Open,Duplicate
523,EXP01-10001,08-07-2018,CLM01-1000079,Thirdparty,COV01-1000001,INC01-100523,B4DB91E202384FC5,Glass,GLASS,18-07-2018,Closed,Reported in siu
524,EXP01-10005,10-03-2018,CLM01-1005469,Insured,COV01-1000001,INC01-100524,7772C3BEAA844E26,Salvage,PD,09-04-2018,Closed,Rejected
525,EXP01-10004,02-06-2018,CLM01-1009651,Thirdparty,COV01-1000002,INC01-100525,C48367A790B44E8F,houseowners compound,COL,28-06-2018,Closed,Reported in siu
526,EXP01-10003,26-07-2018,CLM01-1000364,Insured,COV01-1000002,INC01-100526,FCCD7DDB94D9411D,FastTrack,COMP,21-08-2018,Closed,Closed without payment
527,EXP01-10003,18-10-2018,CLM01-1003842,Insured,COV01-1000002,INC01-100527,0ECE3C1642814A1B,Physical,COMP,,Open,Rejected
528,EXP01-10003,25-11-2018,CLM01-1006504,Insured,COV01-1000001,INC01-100528,99173E72484F4EAA,Analyst Vendor IPD,COMP,,Open,Duplicate
529,EXP01-10001,02-07-2018,CLM01-1003647,Insured,COV01-1000002,INC01-100529,BC06483F3F244338,FastTrack,GLASS,,Open,Closed with payments
530,EXP01-10004,11-05-2018,CLM01-1001704,Insured,COV01-1000002,INC01-100530,318820C0BFFE49E0,Injury,COL,08-06-2018,Closed,Rejected
531,EXP01-10005,16-12-2018,CLM01-1002667,Thirdparty,COV01-1000002,INC01-100531,02FF71139F0F4DB9,Tow,PD,12-01-2019,Closed,Closed with payments
532,EXP01-10003,24-10-2018,CLM01-1001482,Insured,COV01-1000001,INC01-100532,1C646961A41346AA,Total Loss,COMP,,Open,Reported in siu
533,EXP01-10004,07-01-2018,CLM01-1003367,Insured,COV01-1000001,INC01-100533,B0D06AEACE144881,Glass,COL,07-02-2018,Closed,Closed without payment
534,EXP01-10002,25-03-2018,CLM01-1001531,Insured,COV01-1000002,INC01-100534,C9FBA925B74848F2,Fire/Theft,BI,24-04-2018,Closed,Closed with payments
535,EXP01-10004,20-02-2018,CLM01-1010627,Thirdparty,COV01-1000001,INC01-100535,C361A9659040479B,Medical Claims,COL,20-03-2018,Closed,Rejected
536,EXP01-10005,15-01-2019,CLM01-1001128,Thirdparty,COV01-1000001,INC01-100536,D8C969CD114F468C,General,PD,,Open,Closed with payments
537,EXP01-10001,24-02-2018,CLM01-1006003,Insured,COV01-1000002,INC01-100537,5EA374D798144D1A,General,GLASS,07-03-2018,Closed,Closed without payment
538,EXP01-10005,09-12-2018,CLM01-1005985,Thirdparty,COV01-1000002,INC01-100538,079755AED71548EB,Injury-Compound,PD,,Open,Closed without payment
539,EXP01-10002,09-03-2018,CLM01-1008594,Insured,COV01-1000002,INC01-100539,F40E7CC7031F487B,Medical Claims,BI,07-04-2018,Closed,Duplicate
540,EXP01-10001,02-06-2018,CLM01-1007301,Thirdparty,COV01-1000002,INC01-100540,FBABD28220DD4B51,Salvage,GLASS,10-06-2018,Closed,Duplicate
541,EXP01-10002,13-07-2018,CLM01-1001056,Thirdparty,COV01-1000001,INC01-100541,65D329BA769C44B6,Subrogation,BI,,Open,Closed with payments
542,EXP01-10001,20-05-2018,CLM01-1006446,Thirdparty,COV01-1000001,INC01-100542,4BDD8B680BCF4660,Total Loss,GLASS,28-05-2018,Closed,Closed with payments
543,EXP01-10003,05-07-2018,CLM01-1008744,Insured,COV01-1000001,INC01-100543,D1AED948433740BF,Injury-Compound,COMP,29-07-2018,Closed,Closed without payment
544,EXP01-10004,11-06-2018,CLM01-1007548,Thirdparty,COV01-1000001,INC01-100544,B5E6470B154647EE,Injury,COL,14-07-2018,Closed,Closed without payment
545,EXP01-10001,19-08-2018,CLM01-1003320,Insured,COV01-1000002,INC01-100545,9C497C8C58D74BA0,Analyst Vendor IPD,GLASS,30-08-2018,Closed,Duplicate
546,EXP01-10001,12-01-2019,CLM01-1003122,Insured,COV01-1000002,INC01-100546,487403E9883C494F,Glass,GLASS,21-01-2019,Closed,Reported in siu
547,EXP01-10003,05-07-2018,CLM01-1008340,Thirdparty,COV01-1000001,INC01-100547,C58F5149E8274323,Injury,COMP,03-08-2018,Closed,Closed with payments
548,EXP01-10003,07-01-2019,CLM01-1006619,Thirdparty,COV01-1000002,INC01-100548,A10044ACC15042AD,Analyst Vendor IPD,COMP,02-02-2019,Closed,Duplicate
549,EXP01-10001,09-06-2018,CLM01-1001723,Insured,COV01-1000001,INC01-100549,201DA567F87F49EB,General,GLASS,17-06-2018,Closed,Closed without payment
550,EXP01-10002,28-12-2018,CLM01-1003166,Insured,COV01-1000002,INC01-100550,F0DFACE4FC5E4E02,houseowners compound,BI,,Open,Rejected
551,EXP01-10001,30-04-2018,CLM01-1003089,Insured,COV01-1000001,INC01-100551,339FE39BDCAE4F49,General,GLASS,,Open,Reported in siu
552,EXP01-10001,04-08-2018,CLM01-1001619,Insured,COV01-1000002,INC01-100552,84E44214CC9A4469,General,GLASS,13-08-2018,Closed,Duplicate
553,EXP01-10001,12-07-2018,CLM01-1002320,Insured,COV01-1000002,INC01-100553,801B8917A3A24A77,FastTrack,GLASS,20-07-2018,Closed,Duplicate
554,EXP01-10001,17-01-2019,CLM01-1000768,Insured,COV01-1000001,INC01-100554,0A9089890B774F94,Total Loss,GLASS,27-01-2019,Closed,Rejected
555,EXP01-10002,18-02-2018,CLM01-1008855,Insured,COV01-1000002,INC01-100555,A9C5DDD2ABB14BA3,Salvage,BI,22-03-2018,Closed,Duplicate
556,EXP01-10005,28-01-2018,CLM01-1001545,Thirdparty,COV01-1000001,INC01-100556,456F0BF060E14DDC,General,PD,26-02-2018,Closed,Closed without payment
557,EXP01-10002,24-03-2018,CLM01-1008417,Insured,COV01-1000001,INC01-100557,45B0E179937C4919,Injury-Compound,BI,,Open,Closed with payments
558,EXP01-10004,04-06-2018,CLM01-1000795,Insured,COV01-1000001,INC01-100558,B31102E655964669,houseowners compound,COL,,Open,Duplicate
559,EXP01-10003,20-03-2018,CLM01-1009135,Insured,COV01-1000002,INC01-100559,3D8B335490CE4069,Analyst Vendor IPD,COMP,19-04-2018,Closed,Closed without payment
560,EXP01-10001,07-07-2018,CLM01-1000874,Thirdparty,COV01-1000002,INC01-100560,F455F1FCEE954219,Injury,GLASS,,Open,Closed without payment
561,EXP01-10005,18-09-2018,CLM01-1004011,Thirdparty,COV01-1000001,INC01-100561,44423E05469C47FA,houseowners Low Compound,PD,,Open,Rejected
562,EXP01-10005,24-09-2018,CLM01-1005573,Thirdparty,COV01-1000001,INC01-100562,D6DA58BFEFD6445F,General,PD,20-10-2018,Closed,Closed with payments
563,EXP01-10002,07-02-2018,CLM01-1009037,Thirdparty,COV01-1000002,INC01-100563,21032E5306F041D2,Physical,BI,06-03-2018,Closed,Closed with payments
564,EXP01-10002,04-08-2018,CLM01-1010806,Thirdparty,COV01-1000002,INC01-100564,F26E6C30DA0C430D,Injury-Compound,BI,31-08-2018,Closed,Rejected
565,EXP01-10005,06-06-2018,CLM01-1001094,Thirdparty,COV01-1000001,INC01-100565,511DB48EE5F0457F,FastTrack,PD,02-07-2018,Closed,Closed with payments
566,EXP01-10005,24-09-2018,CLM01-1007360,Insured,COV01-1000002,INC01-100566,81014A8E16DD4793,Injury,PD,20-10-2018,Closed,Duplicate
567,EXP01-10002,10-06-2018,CLM01-1008026,Insured,COV01-1000001,INC01-100567,B0B0ACAF37954CA1,Tow,BI,,Open,Closed without payment
568,EXP01-10001,28-03-2018,CLM01-1005264,Insured,COV01-1000001,INC01-100568,971F94AB39554CAE,Analyst Vendor IPD,GLASS,01-04-2018,Closed,Duplicate
569,EXP01-10004,11-06-2018,CLM01-1008930,Insured,COV01-1000002,INC01-100569,2BE86A4021FF4C53,Total Loss,COL,10-07-2018,Closed,Rejected
570,EXP01-10002,26-01-2019,CLM01-1000276,Insured,COV01-1000001,INC01-100570,0092A3E5F7DD4B6E,houseowners compound,BI,,Open,Duplicate
571,EXP01-10001,24-11-2018,CLM01-1010004,Insured,COV01-1000001,INC01-100571,0049D542D73A4270,houseowners compound,GLASS,,Open,Duplicate
572,EXP01-10001,23-09-2018,CLM01-1004160,Insured,COV01-1000001,INC01-100572,B748A7EAE88E4648,Fire/Theft,GLASS,01-10-2018,Closed,Closed with payments
573,EXP01-10001,07-07-2018,CLM01-1006205,Thirdparty,COV01-1000001,INC01-100573,687BE1037E5E47A9,Subrogation,GLASS,12-07-2018,Closed,Rejected
574,EXP01-10001,02-04-2018,CLM01-1002815,Insured,COV01-1000001,INC01-100574,5DDF859E1C6C44EF,Tow,GLASS,,Open,Closed with payments
575,EXP01-10005,19-01-2018,CLM01-1007789,Insured,COV01-1000002,INC01-100575,A160BE5BFD14477E,houseowners compound,PD,,Open,Closed without payment
576,EXP01-10004,29-07-2018,CLM01-1002838,Thirdparty,COV01-1000001,INC01-100576,FB824FF4666E4D27,Subrogation,COL,24-08-2018,Closed,Closed without payment
577,EXP01-10005,17-01-2019,CLM01-1008799,Insured,COV01-1000001,INC01-100577,750CDF98FDD245DE,General,PD,,Open,Reported in siu
578,EXP01-10002,30-01-2019,CLM01-1002167,Thirdparty,COV01-1000002,INC01-100578,DE726774B79F4888,Injury-Compound,BI,,Open,Reported in siu
579,EXP01-10001,20-03-2018,CLM01-1003905,Insured,COV01-1000001,INC01-100579,94EF2B0CE4134ED7,houseowners compound,GLASS,31-03-2018,Closed,Duplicate
580,EXP01-10001,16-02-2018,CLM01-1010356,Thirdparty,COV01-1000002,INC01-100580,BDF07F2E6102473B,Subrogation,GLASS,,Open,Reported in siu
581,EXP01-10004,18-03-2018,CLM01-1006661,Insured,COV01-1000001,INC01-100581,CE9D699513D44635,Injury,COL,16-04-2018,Closed,Closed with payments
582,EXP01-10003,28-01-2018,CLM01-1005567,Thirdparty,COV01-1000002,INC01-100582,CEE350D646A54A10,Total Loss,COMP,23-02-2018,Closed,Reported in siu
583,EXP01-10001,23-01-2019,CLM01-1010089,Thirdparty,COV01-1000001,INC01-100583,58F29503964D43B1,Subrogation,GLASS,31-01-2019,Closed,Closed with payments
584,EXP01-10001,06-11-2018,CLM01-1002020,Insured,COV01-1000001,INC01-100584,158140959D174109,Glass,GLASS,,Open,Rejected
585,EXP01-10002,01-12-2018,CLM01-1005254,Insured,COV01-1000001,INC01-100585,EE4F043B11AD466A,Physical,BI,,Open,Reported in siu
586,EXP01-10005,28-11-2018,CLM01-1008474,Insured,COV01-1000002,INC01-100586,7D1368E0A5D74C72,Fire/Theft,PD,,Open,Closed without payment
587,EXP01-10002,21-09-2018,CLM01-1008602,Thirdparty,COV01-1000002,INC01-100587,B0B817F7E7344D8B,Subrogation,BI,24-10-2018,Closed,Reported in siu
588,EXP01-10004,09-01-2019,CLM01-1004684,Thirdparty,COV01-1000001,INC01-100588,5D8C4D585FDC4E72,Glass,COL,,Open,Rejected
589,EXP01-10002,14-03-2018,CLM01-1010501,Insured,COV01-1000001,INC01-100589,DB9A283A93B94CB5,Medical Claims,BI,12-04-2018,Closed,Rejected
590,EXP01-10001,17-10-2018,CLM01-1000885,Insured,COV01-1000002,INC01-100590,35874FDD75454B75,General,GLASS,,Open,Closed with payments
591,EXP01-10005,30-04-2018,CLM01-1005342,Thirdparty,COV01-1000002,INC01-100591,4BEF32C11E684787,Subrogation,PD,25-05-2018,Closed,Duplicate
592,EXP01-10005,11-01-2019,CLM01-1002833,Thirdparty,COV01-1000002,INC01-100592,EF9F3866D9B24BB1,Fire/Theft,PD,,Open,Reported in siu
593,EXP01-10004,14-02-2018,CLM01-1001142,Thirdparty,COV01-1000002,INC01-100593,5C0FEA1133C945B0,Injury-Compound,COL,16-03-2018,Closed,Reported in siu
594,EXP01-10005,11-01-2019,CLM01-1002833,Insured,COV01-1000001,INC01-100594,D398640F0AA94291,Fire/Theft,PD,,Open,Reported in siu
595,EXP01-10003,01-05-2018,CLM01-1008253,Insured,COV01-1000002,INC01-100595,B2430F9A415541FF,Tow,COMP,30-05-2018,Closed,Duplicate
596,EXP01-10005,12-01-2018,CLM01-1002702,Thirdparty,COV01-1000001,INC01-100596,5E2D4A4F034C4B04,Salvage,PD,11-02-2018,Closed,Closed without payment
597,EXP01-10004,04-02-2018,CLM01-1006710,Insured,COV01-1000002,INC01-100597,DDEB249BAF0E471A,Injury-Compound,COL,08-03-2018,Closed,Closed with payments
598,EXP01-10005,17-07-2018,CLM01-1006582,Insured,COV01-1000001,INC01-100598,525C81E21E6945A8,houseowners compound,PD,18-08-2018,Closed,Closed with payments
599,EXP01-10005,22-12-2018,CLM01-1004366,Thirdparty,COV01-1000001,INC01-100599,76D5C88E38FE42A7,Analyst Vendor IPD,PD,,Open,Duplicate
600,EXP01-10002,08-05-2018,CLM01-1008837,Insured,COV01-1000002,INC01-100600,1360B23EE1A14753,Total Loss,BI,10-06-2018,Closed,Duplicate
601,EXP01-10002,14-09-2018,CLM01-1006448,Insured,COV01-1000001,INC01-100601,6EFEB142E4B04E1A,houseowners Low Compound,BI,,Open,Closed without payment
602,EXP01-10002,23-05-2018,CLM01-1010039,Insured,COV01-1000001,INC01-100602,E81B2067D9494442,Injury,BI,20-06-2018,Closed,Duplicate
603,EXP01-10001,02-10-2018,CLM01-1007725,Thirdparty,COV01-1000001,INC01-100603,36772AAC4A91478B,houseowners compound,GLASS,11-10-2018,Closed,Closed without payment
604,EXP01-10004,16-08-2018,CLM01-1000535,Thirdparty,COV01-1000002,INC01-100604,ABCE2934BBB34BD2,Injury,COL,12-09-2018,Closed,Reported in siu
605,EXP01-10002,05-09-2018,CLM01-1003257,Insured,COV01-1000001,INC01-100605,B602823FA1AB4E0D,General,BI,,Open,Duplicate
606,EXP01-10002,28-09-2018,CLM01-1001262,Thirdparty,COV01-1000002,INC01-100606,0980E7A95AAC4996,houseowners Low Compound,BI,26-10-2018,Closed,Closed with payments
607,EXP01-10004,27-06-2018,CLM01-1009755,Insured,COV01-1000001,INC01-100607,D3D55135D66D496A,Total Loss,COL,31-07-2018,Closed,Rejected
608,EXP01-10005,03-07-2018,CLM01-1002996,Insured,COV01-1000002,INC01-100608,FCCCF1B5807C425B,Tow,PD,30-07-2018,Closed,Closed without payment
609,EXP01-10003,26-06-2018,CLM01-1001530,Insured,COV01-1000002,INC01-100609,F56E1E7B2117483F,Fire/Theft,COMP,24-07-2018,Closed,Rejected
610,EXP01-10002,01-03-2018,CLM01-1010973,Thirdparty,COV01-1000001,INC01-100610,D8BED738E2044D6C,houseowners Low Compound,BI,,Open,Rejected
611,EXP01-10003,11-07-2018,CLM01-1000021,Thirdparty,COV01-1000002,INC01-100611,BDB5D640AF484C34,Analyst Vendor IPD,COMP,08-08-2018,Closed,Closed with payments
612,EXP01-10005,10-04-2018,CLM01-1000354,Insured,COV01-1000002,INC01-100612,61AB724E93E04CF4,Glass,PD,09-05-2018,Closed,Rejected
613,EXP01-10002,12-03-2018,CLM01-1004803,Thirdparty,COV01-1000001,INC01-100613,24FD97661D9A4625,Injury,BI,06-04-2018,Closed,Closed with payments
614,EXP01-10004,31-10-2018,CLM01-1004559,Insured,COV01-1000002,INC01-100614,4CBCA4AC2B8F47CE,Physical,COL,29-11-2018,Closed,Closed with payments
615,EXP01-10001,09-02-2018,CLM01-1002028,Insured,COV01-1000002,INC01-100615,6EFCEBED9E514592,houseowners compound,GLASS,18-02-2018,Closed,Rejected
616,EXP01-10001,19-07-2018,CLM01-1010839,Insured,COV01-1000002,INC01-100616,A3AC579E143542E3,Fire/Theft,GLASS,,Open,Closed without payment
617,EXP01-10001,11-09-2018,CLM01-1010225,Thirdparty,COV01-1000001,INC01-100617,5E28416D498445D6,Subrogation,GLASS,17-09-2018,Closed,Rejected
618,EXP01-10002,06-06-2018,CLM01-1005156,Insured,COV01-1000002,INC01-100618,B99DB52EBD6C4786,Tow,BI,05-07-2018,Closed,Closed without payment
619,EXP01-10001,25-08-2018,CLM01-1010886,Insured,COV01-1000002,INC01-100619,56BBDF09D0524EC3,Tow,GLASS,05-09-2018,Closed,Closed with payments
620,EXP01-10003,24-08-2018,CLM01-1009977,Insured,COV01-1000001,INC01-100620,DF6F35B611A14E57,Physical,COMP,16-09-2018,Closed,Closed with payments
621,EXP01-10001,19-01-2018,CLM01-1003601,Insured,COV01-1000001,INC01-100621,579AF123ECDC4919,houseowners compound,GLASS,24-01-2018,Closed,Duplicate
622,EXP01-10005,14-04-2018,CLM01-1007276,Thirdparty,COV01-1000002,INC01-100622,CD81A06FBC214991,Medical Claims,PD,,Open,Duplicate
623,EXP01-10005,30-05-2018,CLM01-1003295,Insured,COV01-1000002,INC01-100623,F80643CCD81D4759,Tow,PD,29-06-2018,Closed,Closed with payments
624,EXP01-10002,15-01-2018,CLM01-1009982,Insured,COV01-1000001,INC01-100624,33A6CD8D525045FF,houseowners Low Compound,BI,09-02-2018,Closed,Duplicate
625,EXP01-10001,20-08-2018,CLM01-1005657,Thirdparty,COV01-1000001,INC01-100625,CCE52F32F5214989,Physical,GLASS,27-08-2018,Closed,Duplicate
626,EXP01-10003,29-01-2018,CLM01-1008709,Insured,COV01-1000002,INC01-100626,4325AAA990B14D2A,Tow,COMP,22-02-2018,Closed,Closed without payment
627,EXP01-10002,08-06-2018,CLM01-1010073,Insured,COV01-1000001,INC01-100627,E8577F69381546B0,Injury,BI,04-07-2018,Closed,Duplicate
628,EXP01-10001,28-12-2018,CLM01-1006645,Insured,COV01-1000001,INC01-100628,5CDE9C97F6F44DAE,Glass,GLASS,,Open,Reported in siu
629,EXP01-10002,05-03-2018,CLM01-1002359,Thirdparty,COV01-1000001,INC01-100629,9AF94E2C2B3E4412,Analyst Vendor IPD,BI,03-04-2018,Closed,Closed without payment
630,EXP01-10002,27-02-2018,CLM01-1006139,Insured,COV01-1000002,INC01-100630,0B0A9CFA11694C3B,Salvage,BI,31-03-2018,Closed,Rejected
631,EXP01-10001,30-06-2018,CLM01-1001836,Insured,COV01-1000001,INC01-100631,1D4458E332D44042,Injury,GLASS,06-07-2018,Closed,Reported in siu
632,EXP01-10005,05-09-2018,CLM01-1006827,Insured,COV01-1000002,INC01-100632,655D318F6F11456A,Salvage,PD,04-10-2018,Closed,Reported in siu
633,EXP01-10004,12-01-2019,CLM01-1005389,Insured,COV01-1000001,INC01-100633,A6DD52815E524588,Tow,COL,,Open,Duplicate
634,EXP01-10002,28-10-2018,CLM01-1003936,Thirdparty,COV01-1000001,INC01-100634,E4DA185B58B04D52,Injury,BI,,Open,Closed without payment
635,EXP01-10005,22-02-2018,CLM01-1010735,Insured,COV01-1000001,INC01-100635,93E4D9F14DBF475A,houseowners Low Compound,PD,21-03-2018,Closed,Duplicate
636,EXP01-10005,08-09-2018,CLM01-1010590,Insured,COV01-1000002,INC01-100636,9F0627DE3EF04532,Tow,PD,08-10-2018,Closed,Duplicate
637,EXP01-10002,25-09-2018,CLM01-1002428,Insured,COV01-1000002,INC01-100637,D78B009231864F5F,houseowners compound,BI,21-10-2018,Closed,Rejected
638,EXP01-10001,11-08-2018,CLM01-1001521,Thirdparty,COV01-1000002,INC01-100638,250D0CDA2AD34C22,Injury,GLASS,14-08-2018,Closed,Closed with payments
639,EXP01-10002,01-07-2018,CLM01-1005333,Insured,COV01-1000001,INC01-100639,B99F8F8C0FD344E5,FastTrack,BI,,Open,Rejected
640,EXP01-10005,31-10-2018,CLM01-1000201,Insured,COV01-1000001,INC01-100640,288905A06BAC41DE,FastTrack,PD,,Open,Closed without payment
641,EXP01-10003,16-05-2018,CLM01-1001274,Thirdparty,COV01-1000001,INC01-100641,087FFA10682C443C,Medical Claims,COMP,11-06-2018,Closed,Closed with payments
642,EXP01-10005,13-01-2019,CLM01-1006000,Thirdparty,COV01-1000001,INC01-100642,4E05BD615BCC469F,Salvage,PD,,Open,Closed without payment
643,EXP01-10002,24-10-2018,CLM01-1010226,Insured,COV01-1000002,INC01-100643,88A92A6E4C1249CD,Medical Claims,BI,,Open,Rejected
644,EXP01-10002,23-04-2018,CLM01-1004338,Thirdparty,COV01-1000001,INC01-100644,2759C6CC106E49B4,Subrogation,BI,25-05-2018,Closed,Duplicate
645,EXP01-10005,31-05-2018,CLM01-1005111,Thirdparty,COV01-1000002,INC01-100645,4B8FA3A2694344BD,Physical,PD,28-06-2018,Closed,Closed without payment
646,EXP01-10002,09-11-2018,CLM01-1002703,Insured,COV01-1000001,INC01-100646,7344E9DC5DC54244,Injury,BI,,Open,Duplicate
647,EXP01-10003,10-04-2018,CLM01-1008709,Insured,COV01-1000001,INC01-100647,F91E50AE9280481D,Injury-Compound,COMP,11-05-2018,Closed,Closed with payments
648,EXP01-10003,05-12-2018,CLM01-1007620,Insured,COV01-1000002,INC01-100648,73C809B72B594B6A,FastTrack,COMP,,Open,Reported in siu
649,EXP01-10003,28-03-2018,CLM01-1001104,Insured,COV01-1000001,INC01-100649,A993C3EA12C04A81,Physical,COMP,27-04-2018,Closed,Closed with payments
650,EXP01-10005,31-01-2018,CLM01-1009719,Thirdparty,COV01-1000002,INC01-100650,3359FB73C40A4083,Medical Claims,PD,02-03-2018,Closed,Closed with payments
651,EXP01-10005,02-04-2018,CLM01-1006205,Insured,COV01-1000002,INC01-100651,33ACD7A77A2F444C,houseowners Low Compound,PD,07-05-2018,Closed,Closed without payment
652,EXP01-10005,23-06-2018,CLM01-1002156,Thirdparty,COV01-1000002,INC01-100652,925D5EDD3B4242EF,Injury-Compound,PD,20-07-2018,Closed,Duplicate
653,EXP01-10003,24-05-2018,CLM01-1007363,Thirdparty,COV01-1000001,INC01-100653,9143281CF7334410,General,COMP,26-06-2018,Closed,Closed without payment
654,EXP01-10004,15-02-2018,CLM01-1003968,Thirdparty,COV01-1000002,INC01-100654,C64441C6984C40D9,Tow,COL,,Open,Closed with payments
655,EXP01-10001,31-12-2018,CLM01-1006524,Thirdparty,COV01-1000001,INC01-100655,10303FA6F89F43A1,houseowners compound,GLASS,12-01-2019,Closed,Reported in siu
656,EXP01-10003,14-07-2018,CLM01-1001601,Insured,COV01-1000001,INC01-100656,4A7575145BB44A54,houseowners compound,COMP,10-08-2018,Closed,Duplicate
657,EXP01-10003,04-12-2018,CLM01-1010343,Insured,COV01-1000002,INC01-100657,76D4D7448BDA4731,Glass,COMP,,Open,Duplicate
658,EXP01-10004,18-05-2018,CLM01-1009406,Insured,COV01-1000001,INC01-100658,DCAD3C9F9EF147D4,General,COL,,Open,Closed without payment
659,EXP01-10002,28-02-2018,CLM01-1007884,Insured,COV01-1000002,INC01-100659,E080B237828B4B0C,Physical,BI,27-03-2018,Closed,Rejected
660,EXP01-10004,07-10-2018,CLM01-1004525,Insured,COV01-1000001,INC01-100660,D6A417BE5B014BCB,Fire/Theft,COL,07-11-2018,Closed,Closed without payment
661,EXP01-10002,22-10-2018,CLM01-1008957,Thirdparty,COV01-1000001,INC01-100661,A0A3CAD280664E4D,Injury,BI,,Open,Closed with payments
